id,name,description,tweets,follow,stance,remark,followed_tweet,predict,followed_user_stance
28447359,Dr. Rick,"A community #pharmacist since 1972 & active in promoting the profession &  education. #FJB 
Do what you love and call it work! I'm a #Patriot #MAGA 
 🇱🇷","['RT @JCREIGNS4EVER: Biden voters will be screaming this by next week!\nMOVES &amp; COUNTERMOVES!\n\nNARRATIVE CONTROL 360!\nBOOMERANG! https://t.co/…', 'RT @MelissaTweets: Well done, Biden voters. \n\nWeakness invites war.']",['28656166'],favor,none,"[{'28656166': {'1': ['RT @mail_american: If Biden truly got 81 million votes, why do Democrats want to change the rules?', 'RT @TheTruthBKnown: Unvetted and unvaxxed illegals cross our border every single fucking day by the 1000s, but @JoeBiden bans unvaxxed but…'], '2': ['RT @MaryMargOlohan: A Biden voter and New Jersey mother tells @DailySignal: ""I voted for him. He actually said he wouldn\'t enforce it...I t…', 'RT @nypost: Poll finds 60 percent would vote against Biden if election was held now https://t.co/bF3c2rcE7J https://t.co/BU2ne4scMa'], '3': ['RT @atensnut: Biden voters are waking up to the fact that they voted for a loser.']}}]",against,['against']
1460929602,Stacie,Filling blank pages,"['RT @greg_price11: Unfortunately, Pelosi will probably not even bring it up for a vote in the house and even if it passed, Biden would most…']",['16863814'],favor,none,"[{'16863814': {'1': ['02/22/21\n""The US has no closer friend than Canada."" (In a Zoom meeting with PM Trudeau)\n09/27/21\n""The US has no closer friend than Mexico."" (On the bicentennial of Mexico\'s fully independent life.)\n-@POTUS @JoeBiden https://t.co/ml8mR9Ry6f', '""Now \'they\' (Biden admin) will pay millions &amp; millions of dollars to Iran... It is a very sad thing... Why isn\'t the FBI all over the place?.. Nobody wants to do anything with ANTIFA except me..:"" @realDonaldTrump', '#Breaking \n\nFormer US President @BarackObama endorses @JoeBiden for US President 2021-2025. https://t.co/suLR6MbIvu', '""we...learned...in...crises...that it has to be...in...nat gov, the...leadership...guided by knowledge &amp; experience, honesty &amp; humility, empathy &amp; grace; that...(it) doesn\'t just belong (in loc govs), it belongs in... @WhiteHouse...that\'s why I...endorse @JoeBiden:"" @BarackObama', 'RT @1stBreakingNews: #Breaking\n@JoeBiden has chosen @KamalaHarris as Vice-presidential running mate.', 'RT @1stBreakingNews: Former VP @JoeBiden wishes well to @realDonaldTrump https://t.co/HOTbnqwS1E'], '2': ['""I had the best (performance) before the pandemic... People are afraid to speak out... This was corruption... They threw away ballots... Biden didn\'t get 80 million votes..:"" @realDonaldTrump', '""Foreign leaders called to tell me this is the most messed-up election... glitches, massive dumps of tens of thousands of Biden votes... millions &amp; millions &amp; millions of mail-in ballots were sent. This is total fraud. This election was rigged:"" @realDonaldTrump', '""Judges and people just don\'t want to get involved or to talk about it.. Biden didn\'t get 80 million votes, I did get 74 million... there has never been anything like this in history... (fraudulent ballots) were only filled for Biden:"" @realDonaldTrump', '""I was unbelievably successful... How did Biden get these many votes?.. 17 points off...days before the election...(how did this happen?)... Media &amp; Big Tech are massively corrupt... they don\'t talk about Hunter...I won in 2016 because I got them by surprise..:"" @realDonaldTrump'], '3': []}}]",none,['favor']
1437986406241030149,Armandodearmas8 No DM's pleeeease,"Educator, Historian, Futurist, Political Scientist, Political Atheist. 1ce followed by Larry Sabato, Tea Pain, and Zac Petkanas. Followed by Raja Krishnamoorthi","['RT @armandodearmas8: @LaurVoted4Biden @PappyParki @SmackeyCracks @dprobbob @DemocratMarine @RbostonGj @wiredowl @maryellen622 @DoingJack @z…', ""@LaurVoted4Biden @PappyParki @SmackeyCracks @dprobbob @DemocratMarine @RbostonGj @wiredowl @maryellen622 @DoingJack @zephyr1701 @ResisterChic @ResistersUniteX @ResisterDude @enespacio @dindin6 @ATrumpest @Gspirithorse Let's take him out like we did Saddam, but this time be sure to kill all body doubles, not like in Saddam's case where we killed Saddam in the first strikes and hanged one of his seven body doubles."", 'RT @LaurVoted4Biden: @PappyParki @SmackeyCracks @dprobbob @DemocratMarine @RbostonGj @wiredowl @maryellen622 @DoingJack @zephyr1701 @Resist…', '@SmackeyCracks @DemocratMarine @dprobbob @RbostonGj @wiredowl @maryellen622 @DoingJack @zephyr1701 @ResisterChic @ResistersUniteX @ResisterDude @enespacio @dindin6 @LaurVoted4Biden @ATrumpest @PappyParki @Gspirithorse By damaging Nuclear sites, Putin has already threatened to harm the alliance nations. We should be ready to go hot and at full force against this monster or we will rue the day we acted so mealy mouthed and weak. I say, take him out now. Strike while the metal is hot.', ""@SmackeyCracks @DemocratMarine @dprobbob @RbostonGj @wiredowl @maryellen622 @DoingJack @zephyr1701 @ResisterChic @ResistersUniteX @ResisterDude @enespacio @dindin6 @LaurVoted4Biden @ATrumpest @PappyParki @Gspirithorse He is losing, now. Let's finish it off, while we can."", ""@dprobbob @SmackeyCracks @RbostonGj @wiredowl @maryellen622 @DoingJack @zephyr1701 @ResisterChic @ResistersUniteX @ResisterDude @enespacio @dindin6 @LaurVoted4Biden @ATrumpest @PappyParki @Gspirithorse I agree, let's smack his has ass now, rather than later, when he's consolidated more resources."", ""@dprobbob @RbostonGj @wiredowl @maryellen622 @DoingJack @SmackeyCracks @zephyr1701 @ResisterChic @ResistersUniteX @ResisterDude @enespacio @dindin6 @LaurVoted4Biden @ATrumpest @PappyParki @Gspirithorse I guess Covid hit putin more than we are aware of. Why he doesn't want to get close to others, or he is afraid as he does, to others, that a biocidal, made with his specific DNA, could be vectored in, by any envoy that comes to see him. Hint, hint.""]",['346761946'],favor,according to followed,"[{'346761946': {'1': ['RT @MollyJongFast: I still think this is a viable way for Democrats and Biden to reframe things.  https://t.co/A88SqVqBgh', 'RT @TheRickyDavila: When Republicans in the Senate refused to show up to confirm any of Biden’s Federal Reserve nominees to help fight infl…', 'RT @PoliticusSarah: Tom Cotton blocking Biden’s quick confirmations is further proof that Republicans abuse any power they have.\n\nNone of t…', 'RT @ImSpeaking13: Mississippi Republican Senator Roger Wicker said Biden’s SCOTUS pick will be a “beneficiary” of affirmative action becaus…', 'RT @LouiseMensch: #RefusePolarization \n\nSome observations are bipartisan. @SenJohnMcCain @JoeBiden', 'RT @bill_auclair: 3866 Americans dead of #COVID19 yesterday. \n\nSome folks are complaining that @JoeBiden has failed America.\n\nBut, almost a…'], '2': [], '3': []}}]",against,['favor']
294392612,Trevor Gurgick,"Teaching machines + humans to work together 🤝  | AI/ML, Robotics, Automation, Data & Business | Product Leader @amazon | Proud @LehighCarbonCC, @AmericanU grad","['(rare) #politics post. \n\n@JoeBiden: 40+ proposals, 200k+ word platform with concrete policy. \n\n@realDonaldTrump: 49 bullet points, 466 word platform...largely of items we couldn\'t hold any leader accountable for if we tried. \n\n#RNC2020: ""works for us!""\n\n#DNC2020 #Election2020 https://t.co/XRtsCD3Bdo']",['14986849'],favor,none,"[{'14986849': {'1': [], '2': ['This is a scarily prescient warning. It’s not clear whether I hope that the other warnings of @JoeBiden are equally spot on since the implications of the latter are disturbing. https://t.co/6ECkwnytlo'], '3': ['RT @JoeBiden: I know masks have become a partisan issue — but it’s a patriotic act. Experts say wearing a mask from now until April will sa…', ""RT @zacharylipton: Day 1, @JoeBiden must rescind @RichardGrenell's appointment to the US Holocaust Council. He is a key propagandist spread…""]}}]",none,['none']
144300104,Elliot Williams,"@CNN legal analyst/@SIRIUSXM host/@GUPolitics fellow/@therabengroup principal. Past @TheJusticeDept, @DHSgov, @USSenate. I'm just here so I won't get fined.","[""No accident that Biden referenced the the Fraternal Order of Police's endorsement Ketanji Brown Jackson. \n\nHe's baiting Republicans into explaining why they won't vote for a nominee supported by the world's largest organization of sworn law enforcement officers. #SOTU""]","['14368074', '177321850']",none,none,"[{'14368074': {'1': ['RT @shashib: Wow!\n\nTrump hangs up on @nprinskeep\n\nThomas Friedman, one of Biden\'s ""favorite columnists,"" is floating a Democrat-Republican…'], '2': [], '3': []}, '177321850': {'1': ['RT @JoeBiden: Wrong Veep', 'RT @javimorgado: Breaking news: New CNN national poll shows @JoeBiden with a commanding lead over the Democratic field. 39% pick Biden as t…'], '2': ['RT @kristindonnelly: BREAKING ENDORSEMENT NEWS: Republican Fmr PA Rep. Charlie Dent is endorsing Joe Biden for President on @TheLeadCNN wit…'], '3': []}}]",favor,"['none', 'none']"
114484518,Gustavo Portela,Boricua 🇵🇷/ Football aficionado 🏈/ Michigander ✋/ Comms Director @MIGOP Prev: @Kevin_Faulconer l @CityofSanDiego l @HispLeadFund l @CRNC Views = mine.,"['Look who we have here!\n\nIt’s @dankildee, soon to be former Congressman, hanging out with his buddy @JoeBiden. https://t.co/snUWqnvznD', ""RT @MIGOP: .@JoeBiden: let's secure the border! #SOTU https://t.co/ZoQKsegDtU"", 'RT @MIGOP: If @JoeBiden and the Dems truly cared about free, fair, and secure elections then they would support voter ID ⬇️', 'RT @MIGOP: It\'s incredible how the ""science"" seemed to change just days ahead of @JoeBiden\'s #SOTU address! #COVID', "".@JoeBiden controls both chambers of Congress and yet he's passing the blame to Republicans. So much for bipartisanship. #SOTU"", 'RT @MIGOP: .@JoeBiden notes that Ford is investing in 11,000 jobs - jobs that @gretchenwhitmer lost to other states because she never even…', 'RT @MIGOP: People have been living ""paycheck to paycheck"" because of the economic impact @joebiden\'s policies inflicted on Americans. \n\nTha…', '90% of hands @JoeBiden shook were Democrats. So much for bipartisanship and ending division. #SOTU', ""RT @MIGOP: Michiganders are tired of paying more for everything. It's no surprise that irresponsible leadership from @JoeBiden and rising #…"", 'RT @POLITICO_Steve: New @ABC/@washingtonpost poll out this morning has President Biden’s approval rating down to 37%, Republicans +7 on the…', ""A gaslighter and a liar. She's voted with Biden 100% of the time. \n\nSee for yourself --&gt;https://t.co/989XFrWXEl https://t.co/UtmNQo6YoO""]",['177321850'],against,none,"[{'177321850': {'1': ['RT @JoeBiden: Wrong Veep'], '2': [], '3': ['RT @kristindonnelly: BREAKING ENDORSEMENT NEWS: Republican Fmr PA Rep. Charlie Dent is endorsing Joe Biden for President on @TheLeadCNN wit…', 'RT @javimorgado: Breaking news: New CNN national poll shows @JoeBiden with a commanding lead over the Democratic field. 39% pick Biden as t…']}}]",favor,['none']
907115786,#SaveTheUSPO #WEARAMASK,#FBR 💙 @DearAuntCrabby @electroboyusa #NOLISTS-@JonCoopertweets @GlennKirschner2 @Alyssa_Milano @bjwinnerDavis @NancySinatra @PaulaAbdul What a STUPID SOB,"['RT @IndichtyKeen: @Jeff_operator @RojoRurba002 @NickKnudsenUS @JoeBiden Dread', 'RT @Jeff_operator: @IndichtyKeen @RojoRurba002 @NickKnudsenUS @JoeBiden Yes, that too.']","['283652333', '14511951', '228474571', '32699434']",none,none,"[{'283652333': {'1': ['RT @LEAD_Coalition: Please join us in thanking @POTUS @JoeBiden and @SecBecerra for establishing #dementia prevention and risk reduction as…', 'Thank you @KobiKhong  for asking @JoeBiden what the plan is for his climate initiative. No doubt the issue of our time- especially -as you pointed out-for your generation! @JHU_Alumni https://t.co/5zrNLEzwpe', 'TY@JoeBiden for Public Safety plan that recognizes importance of helping formerly incarcerated reenter our communities\u2066@PLSEPHILLY\u2069 \u2066@AmistadLaw\u2069 \u2066@CLSphila\u2069 \u2066@eji_org\u2069 \u2066@FettermanLt\u2069 \u2066@bflood717\u2069 \u2066@R_A_Hancock\u2069  https://t.co/DQKyCUSwZZ', 'Terrific choice for Joint Session guest @RepMGS ! @alastanford and #BlackDoctorsCovidConsortium are a lifeline- countless lives saved because these healthcare workers were there for the community.  #Access  @PAHealthDept @seniorlawcenter @JoeBiden https://t.co/KDmlzklEu5 https://t.co/YuyVw9ZTsI', 'TY @LisaCooperMD @JHhealthequity for your work in health equity and your article on how @JoeBiden “Help Is On The Way Plan” is reducing  poverty for children and families,accessing medical care, investing in community health, addressing #SDOH #SocialJustice @OWNTV @JHU_Alumni https://t.co/Xh8SRa072e', 'US Court of Appeals 7th Circuit, totally white lineup of judges so @JoeBiden picked Candace Jackson-Akiwumi, a Black woman-former federal public defender. Public defenders see the federal courts from another side — the defendant. That’s a big change. @PLSEPHILLY @R_A_Hancock https://t.co/AvUDWKIArm', 'Everything does not work for everyone! #HealthEquity \u2066@alastanford\u2069 \u2066@abbydphillip\u2069 \u2066@CNNPolitics\u2069 \u2066@HopkinsCHDS\u2069 \u2066@JoeBiden\u2069 https://t.co/nJ67BeqCx1', 'Time to break with the past. Clemency for #LeonardPeltier who has served 44 years in prison for a crime he did not commit. @JoeBiden https://t.co/8hbcRzTd5k'], '2': [], '3': ['RT @JoeBiden: Let’s close the digital divide once and for all. Our American Jobs Plan will make sure every American has access to high-spee…']}, '14511951': {'1': ['Democratic presidential candidate Joe Biden gives a speech as final vote tallies in Arizona, Pennsylvania, Georgia and Nevada indicate a lead over President Donald Trump. https://t.co/b7Ie1hhLoY', 'President Donald Trump makes remarks as Democratic presidential nominee Joe Biden approaches the 270 electoral votes needed to win the election. https://t.co/KWbLGXpeWo', ""Biden discusses the cost of child care in his #SOTU.\n\nDemocrats believed it would be difficult for Republicans to oppose popular elements of Build Back Better, like new child care funding. But the GOP isn't playing along.\nhttps://t.co/smtUF2as1v"", 'Joe Biden discusses inflation in the U.S., which is at its highest level in 40 years. Inflation has become a top political problem in Washington, damaging President Joe Biden’s standing with voters and grinding his domestic policy agenda to a halt. #SOTU2022', '""I don’t believe the polls.” President Joe Biden dismissed a question about his popularity declining among independent voters since taking office. https://t.co/fuG4ZU0rm8', 'RT @jbendery: NEW: Sen. Alex Padilla (D-Calif.) calls out Republicans for racist treatment of Biden\'s judicial nominees.\n\n""Demeaning, offen…', 'Indiana Republican Jim Banks asked Twitter users, ""Have we ever seen a President attack and malign the free press like Joe Biden has??"" https://t.co/lJ3iQHdB8n', ""The Missouri Republican led the charge on Jan. 6 to object to Joe Biden's win -- right after he saluted pro-Trump protesters gathering at the U.S. Capitol. https://t.co/Bti9PtO12q""], '2': [], '3': []}, '228474571': {'1': ['Biden is selling his plan as a ""blue collar blueprint"" to rebuild America. The focus is on the economy, on the majority of middle America who he says may be feeling left behind in the ever changing economy.\n\nThe call for $15/hr not getting any applause from republicans.', 'Biden says he applauds the republican proposal and says he wants to meet those who ideas are different.\n\n""But the rest of the world is not waiting for us. Doing nothing is not an option.""', ""RT @kellanhowell: .@Newsy's @AlexMillerNews points out Biden switched to the prompter on his left, facing Republicans in the chamber while…"", '@NBDabrowski @JoeBiden @VP Mazel Tov!!', 'Dem candidate @TerryMcAuliffe taking the stage tonight ahead of President @JoeBiden. \n\nMcAuliffe talking about banning Toni Morrison’s book, “Beloved.” Their campaign is also handing out the book and a bookmark that says Youngkin will ban books in schools. https://t.co/AmcTBDkoAN'], '2': [], '3': ['President @JoeBiden going after Trump: I can’t believe @GlennYoungkin puts “Trump and integrity in the same sentence.”', ""RT @JoeBiden: We're going to fight the Omicron variant the way we’ve been fighting COVID-19 since the beginning—with scientific and knowled…""]}, '32699434': {'1': ['@ArmandEditor @PrezLives2022 @rn_wing @GeorgeAAlvarez1 @1drcole @BlueLoveSummer @RadarResist @mysageadvice @OccupyDemocrats @heidilwarren @Nanettemooreatl @CV_81 @jensdad4biden @LongIslander520 https://t.co/riCrByOZDk', '@hughhewitt @realDonaldTrump @JoeBiden @POTUS Give it up Hugh. You are ruining your career. Do you think we are stupid?', '@RUMINT79 @hughhewitt @JoeBiden @realDonaldTrump YES!!', '@RabbiShmuley @JoeBiden https://t.co/2thwUSxypV', '@ericswalwell @JoeBiden @realDonaldTrump It can be either Biden has dementia or he got the questions in advance and memorized the answers. BOTH OF THESE THINGS CAN’T BE TRUE. (Neither of them are, of course.)'], '2': [], '3': ['RT @JackiSchechner: Please vote for #JoeBiden and end this nightmare. Please. I beg of you. Just send Trump off to start Trump TV or whatev…', 'RT @Tyler_Iman: I’m going to vote for Biden and Harris in November if I have to wade through a lake of COVID patients licking me on the fuc…', 'RT @MeidasTouch: 📺 NEW VIDEO\n\nDear Pennsylvania,\n\nVote for Integrity, Honesty, and Working Class Values. Vote for Joe Biden. \n\n#WeWantJoe h…', 'RT @JoeBiden: The nation is crying out for leadership — but this president has nothing to offer.', 'RT @StayWonked: Given status of the race, I’m going to switch my vote from @ewarren to @JoeBiden on Tuesday. No slight at Warren, but she h…']}}]",favor,"['favor', 'against', 'none', 'none']"
1245498115320406024,🧦🦅,SocDem Hawk,"['@RepublicanConor So true king\n\nWhich is exactly why her current approval ratings with Dems is aligned with Biden’s…the winner of that Democratic primary', 'Republicans in 2025 when 82yr old Biden is being inaugurated https://t.co/0lcTuKGdEk']",['522282462'],none,none,"[{'522282462': {'1': [], '2': [""Cheers for .@jeffmason1 of Reuters, who kept asking @realDonaldTrump why he demanded info about Biden from Ukraine President. Trump never answered. It's only the key issue in the whole scandal."", '#SCOTUS today. Biden vaccine mandate looks doomed. Republican maj wants to limit power of federal govt. Kagan: All govt is trying to do is prevent patients from being killed. My @CNN column.\nhttps://t.co/aQzgdLkwO1', '@JoeBiden is right. By stopping Robert Bork (when he chaired Judiciary), he saved Roe v. Wade. It was a long time ago (1987), but probably the most important thing he ever did.'], '3': ['I called this. @realDonaldTrump will call for criminal investigation of all potential opponents in 2020. Next up for @JoeBiden : ""lock him up"" chants. https://t.co/kxX9EhmPKw']}}]",favor,['none']
4150044789,eric vansen,US Navy veteran 100% SC. Born raised Detroit love Motown music Escaped nuts Floriduh for Hawaii due to coming civil war Thanks 2 ancestors and people of Hawaii,['RT @OccupyDemocrats: BREAKING NEWS: Pres. Biden’s State Department announces that Putin’s army “has badly mismanaged the planning” of their…'],['779141414193987584'],against,none,"[{'779141414193987584': {'1': [], '2': [""RT @oahuWP: One of the worst environmental crises in Hawai'i’s history is happening under President @JoeBiden’s watch and he hasn’t said a…""], '3': []}}]",favor,['against']
41047519,Aida Marina,,"['RT @D_jeneration: Every time Republicans attack Biden remind them they stood by a Putin puppet for 4 years,', 'RT @Patrici04278024: @MaryJoe38642126 @BLMNational @SecDebHaaland @JoeBiden @VP Not with a helicopter dive bombing them, NOT ROUNDED UP IN…']","['1085290065490632704', '779141414193987584']",against,none,"[{'1085290065490632704': {'1': [], '2': [""RT @1zzyzyx1: Biden's State of the Union could be they wake up call that Americans need, to rally the Democrats and those sitting in the mi…"", 'RT @andreafed: Indiana’s 1st Congressional District\n\n   🇺🇸 F R A N K   M R V A N 🇺🇸\n\n♠️ Voted with Biden 100%\n\n♠️ Economy\n\n♠️ Public educat…', 'RT @idew2: FL Governor, Republican Ron DeSantis blamed recent Neo Nazi violence on Democrats and Joe Biden attempting to ‘smear’ him. 🤔\n\nPs…'], '3': ['RT @AmericaFightHim: There is a fallacy, a weakness that @joebiden is still clinging to decorum and bipartisan when the Republicans have be…', ""This seems to be the official Republican response to the announcement that Biden intends to nominate a black woman to the  #SupremeCourt\n\n#BlueVoices \n#DemVoice1 \n\nThey don't even try to hide it anymore https://t.co/jBnf1W2b0s"", 'RT @JamesTate121: The unqualified ones are the politicians who will be deciding yes or no to seat whomever Biden chooses. The Republicans b…']}, '779141414193987584': {'1': [], '2': [""RT @oahuWP: One of the worst environmental crises in Hawai'i’s history is happening under President @JoeBiden’s watch and he hasn’t said a…""], '3': []}}]",favor,"['none', 'against']"
1071499269880901639,©halecos Amarillosᴳᴸᴼᴮᴬᴸ 🍀ʷAͤNͣOͬNͤYˡMͤOᵍUͥSͦⁿ,"🆘 #CloversForAssange 🍀🆘

🔥🔥LINK🔥🔥
#ChalecosAmarillos🇪🇸🇦🇷🇨🇴... nos organizamos
#YellowVests🇬🇧 we organize 
Link 👉 https://t.co/t4JqPllbHL","[""RT @ritxinho: Hello Biden. If you like war so much, why don't you bring it into your house?\n\n@JoeBiden\n@FLOTUS\n@POTUS\n#FCKNZS\n#BlackLivesMa…""]","['27771694', '250272362']",against,according to followed,"[{'27771694': {'1': [], '2': ['@JoeBiden USA man. You are not THE whole continent.'], '3': []}, '250272362': {'1': ['RT @pedroferriz3: Mientras tanto @JoeBiden ha salido mejor presidente para los mexicanos que @lopezobrador_. \n\nLos vuelos a #USA atiborrado…', '@Por_miPatria99 @netanyahu @OEA_oficial @YairNetanyahu @Israelipm_ar @IsraeliPM @IDF @VP @SecBlinken @PentagonoRanger @DEAHQ @TheJusticeDept @FBI @DouglasEmhoff @ChrisLandauUSA @POTUS @JoeBiden @PresidentRuvi Recuerden que no queremos mas de Morena NUNCA. #FueraMorena2021 Para esto, utiliza  / https://t.co/unZL6BoNhS Dondé fácilmente podrás consultar por quien debes votar según la zona donde vivas e indique la sección de tu INE. #RT masivo pf. Solo está en nosotros que se vayan…', 'RT @lvillegas0308: @AdrianLebaron @PedroAguilaP @lopezobrador_ Para su conocimiento @DEAHQ @CIA @FBI @USArmy @JoeBiden @JustinTrudeau @INAI…', '@lvillegas0308 @AdrianLebaron @PedroAguilaP @lopezobrador_ @DEAHQ @CIA @FBI @USArmy @JoeBiden @JustinTrudeau @INAImexico @europapress_tv @OEA_oficial @lemondefr @elnorte @WSJ @FGRMexico @ASF_Mexico @INEMexico @FEPADE @IntlCrimCourt @opsoms @WHO @hrw @CIJ_ICJ @USATODAY @bbcmundo @eitbNoticias Esto no debe quedar así… #FueraMorena2021'], '2': ['RT @JoeBiden: After a year of hard work and so much sacrifice, the rule is now simple: get vaccinated or wear a mask until you do.', 'RT @JoeBiden: Our country is moving in the right direction, but there’s still work to do to dig our way out of an economic collapse.\n\nWe mu…', 'RT @JoeBiden: In the competition for the 21st century, the future will be built right here in America.'], '3': []}}]",favor,"['against', 'favor']"
1208169392355319808,Fundevogel,"🇩🇪 🇪🇺 🇺🇸 Mom, cats and dogs, passionate reader, science matters, the fight for human rights never ends 🌊🌊🌊 #Resist","['RT @OccupyDemocrats: BREAKING NEWS: Biden Press Secretary Jen Psaki humiliates Trump for calling Putin’s invasion of Ukraine “genius,” tell…', ""RT @joncoopertweets: Kayleigh Mcenany says people didn't vote for President Biden's 'grand plans' or vision for the nation.\n\nRaise your han…"", 'RT @AmoneyResists: Take note of every politician and talking head blaming Biden for Putin’s actions in Ukraine. They will all be Republican…']","['1085290065490632704', '1370326026']",against,none,"[{'1085290065490632704': {'1': [], '2': ['RT @AmericaFightHim: There is a fallacy, a weakness that @joebiden is still clinging to decorum and bipartisan when the Republicans have be…', ""This seems to be the official Republican response to the announcement that Biden intends to nominate a black woman to the  #SupremeCourt\n\n#BlueVoices \n#DemVoice1 \n\nThey don't even try to hide it anymore https://t.co/jBnf1W2b0s"", ""RT @1zzyzyx1: Biden's State of the Union could be they wake up call that Americans need, to rally the Democrats and those sitting in the mi…"", 'RT @JamesTate121: The unqualified ones are the politicians who will be deciding yes or no to seat whomever Biden chooses. The Republicans b…', 'RT @andreafed: Indiana’s 1st Congressional District\n\n   🇺🇸 F R A N K   M R V A N 🇺🇸\n\n♠️ Voted with Biden 100%\n\n♠️ Economy\n\n♠️ Public educat…', 'RT @idew2: FL Governor, Republican Ron DeSantis blamed recent Neo Nazi violence on Democrats and Joe Biden attempting to ‘smear’ him. 🤔\n\nPs…'], '3': []}, '1370326026': {'1': ['@tkradio @POTUS @JoeBiden @SpeakerPelosi @SenSchumer @walkerhayes I know it’s not necessarily as simple as I put it, but we’re going to have a disaster holiday mailing season as long as his plan remains in effect.', ""I'll ask it again, why haven't you fired #DeJoy yet, @POTUS @JoeBiden. The mail is being slowed even further today and our fine USPS workers are facing the backlash unfairly. Fix this. @SpeakerPelosi @SenSchumer"", '@tkradio @POTUS @JoeBiden @SpeakerPelosi @SenSchumer @walkerhayes There’s ways. POTUS appointed the open positions that control the Postmaster General. They just need to make the move to change DeJoy out.', 'RT @JJHoImes: @CarlosGSmith @GovRonDeSantis @richardcorcoran @JoeBiden 😢This ruling means I’m still stuck at home because the schoolboard m…'], '2': [], '3': []}}]",favor,"['none', 'against']"
1120000060815634433,Marxist Pikerist 🌹,"Unions • Taxes • Welfare • Co-ops • Social Wealth Funds • Public Services

People over profits. A better world is possible.","[""RT @stevanzetti: Republican political strategy: we've got uhhhh Obama Phones, Biden Crack Pipe, Critical Racism Indoctrination, Marxist Imm…""]",['894982813853863938'],none,none,"[{'894982813853863938': {'1': [], '2': [""best thing Harry Reid ever did was tell Obama to keep Joe Biden from negotiating with Republicans, cause he'll give away the store to them. true story."", 'RT @AOC: To secure votes for the Bipar Infra Bill, Biden *himself* came to House Progressives &amp; told us was putting his credibility on the…', 'RT @mynameisjro: Let’s be very clear. A new variant emerged because of Biden’s failure to break vaccine patents. Something he promised vote…', 'Biden admin, Republican governors, Democratic mayors, corporate news, IDW types, Substack Brigade, all getting on the same page with the ""we\'re done with Covid"" message, is one of the greatest examples of manufacturing consent in history. https://t.co/J2q6a9aoLo', ""amazing how neolibs foisted Biden on everybody, then undermined him at every turn, and now when the whole Biden project may put Democrats in irrelevance for a decade, they're first to jump ship, distance themselves from that fiasco, and blame it on the left. https://t.co/kU6ABWnknL"", 'Sounds nicer, but it\'s the same thing Biden told organizers and voting rights advocates before: ""you gotta out-vote the voter suppression"". Meanwhile he\'s doing nothing to push back. https://t.co/LViS4CsuuN', 'What\'s the ""political emergency of the pandemic""?\nWhy is it over?\nHow does PMC hinder Biden?\nWhat is it that voters actually want?\nAnd how would Biden deliver it?\n\nIf only Matt could explain any of this, cause that thread doesn\'t. https://t.co/VkQzXzNdwd'], '3': []}}]",against,['none']
1138242986058428417,Rusia Alvarez Bencomo,"Ética, Lealtad, AMOR!!!
Jurista Internacional Principal, 
Comprometida con los preceptos del concepto Revolución.  #JuvenilMartiano #DeZurdaTeam",['RT @ZAxTi: Cumplirá @JoeBiden con sus promesas electorales❓\n\n¡Reabra la Embajada USA en la Habana! \n¡Restaure el envío de remesas familiare…'],['439138083'],against,none,"[{'439138083': {'1': ['RT @JazzVinylGuy: Obama, Biden and other Democrats have been laundering money through #Ukraine for years, when Trump inquired about it, the…'], '2': [], '3': []}}]",favor,['against']
